Model Used,Reference Area,REF_AREA,Indicator,Sex,Series Name,Series Category,Series Method,Series Type,Age Group of Women,Time Since First Birth,Series Year,Observation Status,Interval,Reference Date,Observation value,Standard Error,Unit of Measure,Lower Bound,Upper Bound
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2015-2016 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2015-2016,Excluded from IGME,2,2008,54.74859,1.274445,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2015-2016 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2015-2016,Excluded from IGME,2,2010,51.7901,1.31514,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2015-2016 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2015-2016,Excluded from IGME,2,2012,48.09938,1.338615,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2015-2016 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2015-2016,Excluded from IGME,2,2014,48.18038,1.312304,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,45 to 49 years old,,2008,Included in IGME,,1994.4,111.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,2008,Included in IGME,,1998,107.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,2008,Included in IGME,,2000.2,97.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,2008,Included in IGME,,2001.9,91.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,2008,Included in IGME,,2003.6,83.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2008 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,2008,Excluded from IGME,,2005.4,85,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1981.5,155.5,10.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1982.5,160.8,8.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1983.5,144.4,7.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1984.5,146.3,7.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1985.5,140.5,6.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1986.5,128.8,6.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1987.5,134.7,7.1,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1988.5,119.4,6.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1989.5,116.5,6.1,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1990.5,122.3,5.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1991.5,118.4,5.8,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1992.5,108.9,5.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1993.5,101.9,4.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1994.5,109.1,5.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1995.5,100.9,4.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1996.5,102.4,5.3,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1997.5,101.1,4.8,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1998.5,95.4,4.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,1999.5,98.8,4.1,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,2000.5,82.3,3.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,2001.5,74,3.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,2002.5,76.7,3.8,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,2003.5,76.5,3.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,2005-2006,Included in IGME,1,2004.5,71.1,3.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,45 to 49 years old,,2005-2006,Excluded from IGME,,1991.3,125,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,2005-2006,Excluded from IGME,,1994.2,121,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,2005-2006,Excluded from IGME,,1997.1,111,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,2005-2006,Excluded from IGME,,1999.7,102,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 2005-2006 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,2005-2006,Excluded from IGME,,2002.1,91,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2004 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,2004,Included in IGME,,1993.8,120.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2004 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,2004,Included in IGME,,1995.9,110.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2004 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,2004,Included in IGME,,1997.6,102.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2004 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,2004,Included in IGME,,1999.3,92.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 2004 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,2004,Excluded from IGME,,2001.2,90.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 1999 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1999,Included in IGME,,1988.7,152.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 1999 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1999,Included in IGME,,1990.9,137.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 1999 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1999,Included in IGME,,1992.7,126.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 1999 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1999,Included in IGME,,1994.5,116.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,District Level Household Survey 1999 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1999,Excluded from IGME,,1996.4,116.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1974.5,190.7,7.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1975.5,186.9,7.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1976.5,167.3,6.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1977.5,167.5,6.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1978.5,152,5.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1979.5,150,5.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1980.5,135.3,4.8,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1981.5,138.3,4.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1982.5,131.1,4.3,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1983.5,121.4,4.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1984.5,127.1,4.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1985.5,131.3,4.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1986.5,121.4,3.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1987.5,121.7,4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1988.5,111.8,3.1,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1989.5,116.7,4.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1990.5,105.6,3.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1991.5,102.3,3.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1992.5,109.3,3.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1993.5,104.2,3.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1994.5,109.5,3.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1995.5,94.9,3.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1996.5,89.5,3.3,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1998-1999,Included in IGME,1,1997.5,83.8,3.1,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,45 to 49 years old,,1998-1999,Excluded from IGME,,1984.1,142,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1998-1999,Excluded from IGME,,1987,138,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1998-1999,Excluded from IGME,,1989.9,123,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1998-1999,Excluded from IGME,,1992.6,118,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1998-1999,Excluded from IGME,,1995,106,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1998-1999 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1998-1999,Excluded from IGME,,1997.1,113,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1968.5,191.5,9.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1969.5,199.7,10.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1970.5,186.8,7.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1971.5,186.5,6.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1972.5,169.6,6.3,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1973.5,179.1,6.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1974.5,166.8,5.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1975.5,166.9,6.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1976.5,162.5,7.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1977.5,157.6,5.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1978.5,154,4.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1979.5,156,4.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1980.5,142.4,4.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1981.5,139.5,4.5,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1982.5,131.8,4.3,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1983.5,134,4.7,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1984.5,126.8,3.8,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1985.5,125.5,4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1986.5,125.9,4.2,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1987.5,128,4.4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1988.5,112.3,4.6,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1989.5,108.8,3.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1990.5,101.6,4,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Direct),DHS,Survey/Census with Full Birth Histories,Direct,,,1992-1993,Included in IGME,1,1991.5,98.5,3.9,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,45 to 49 years old,,1992-1993,Excluded from IGME,,1977.9,160,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1992-1993,Excluded from IGME,,1980.8,153,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1992-1993,Excluded from IGME,,1983.6,147,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1992-1993,Excluded from IGME,,1986.1,141,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1992-1993,Excluded from IGME,,1988.5,125,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Health Survey 1992-1993 (Indirect),DHS,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1992-1993,Excluded from IGME,,1990.5,126,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Second All-India Family Planning Survey 1981 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1981,Included in IGME,,1972,178.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Second All-India Family Planning Survey 1981 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1981,Included in IGME,,1974.7,165.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Second All-India Family Planning Survey 1981 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1981,Included in IGME,,1976.9,152.9,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Second All-India Family Planning Survey 1981 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1981,Excluded from IGME,,1978.6,190.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1980 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1980,Included in IGME,,1972,177,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1980 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1980,Included in IGME,,1974.7,164,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1980 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1980,Included in IGME,,1976.9,153,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1980 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1980,Excluded from IGME,,1978.6,192,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,45 to 49 years old,,1979,Excluded from IGME,,1964.2,159.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1979,Excluded from IGME,,1967.9,154.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1979,Excluded from IGME,,1970.8,149.2,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1979,Excluded from IGME,,1973.2,145.2,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1979,Excluded from IGME,,1975.3,149.9,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Survey on Infant and Child Mortality 1979 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1979,Excluded from IGME,,1976.8,174.9,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Fertility Survey 1972 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1972,Included in IGME,,1962,189.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Fertility Survey 1972 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1972,Included in IGME,,1964.5,185,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Fertility Survey 1972 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1972,Included in IGME,,1966.7,192,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Fertility Survey 1972 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1972,Excluded from IGME,,1968.5,188.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1970 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1970,Included in IGME,,1958.9,246.2,,Deaths per 1000 live births,,
